ID	Topic	Text	Sentiment
918	general	@AlbertoConde777 You can't discover a new continent untill you'll leave the old coasts 	positive
919	general	@b50 lol - I knew it ! Cong is a soup - they have officially recruited you  #IndiaVotes09	positive
920	general	is sad that the Apple servers are down, and I can't has OS 3  http://bit.ly/jIuPe	negative
921	general	Ok, off to bed!  It be midnight:30.  Baby will be up at asscrack'o'clock.       Laters, yo!	positive
922	general	Tool tickets sold out.  	negative
923	general	@shine0ncitylite The Henry Ford 	positive
924	general	2morw  I get my blasted wisdom teeth pulled! Need sleep...cnt stop worryng, I hate needles 	negative
925	general	@officialTila im not a hater and you never reply to me  its ok though i understand lol	negative
926	general	@lichten007 Ok, how r U?  2 funny, lmao, 'locker room horror', ha; 'ipod shuffle'...also my issue-omg-why r certain songs on my ipod's?  	positive
927	general	@janetwishart soo wanna come with u! 	negative
928	general	@FakerParis http://twitpic.com/65wy4 - Kristen, your hair ROCKS in this photo!! 	positive
929	general	I'm tired, my feet hurt, my back hurts, I feel like an old woman with swollen legs... I'm all kinds a fkd up, and my baby is gone 	negative
930	general	@AmmO_Singh I overdid it Saurday night/Sunday morning  last night I began my recovery.	negative
931	general	That's what Summer is all about. The Sun, BBQ and copious amounts of Alcohol  Sweet	positive
932	general	@sammykoch Yeah, me too. The Twilight trailers were really good. So these will have to be great as well.  Keep everyone in suspense.	positive
933	general	@wweMsD geology? LOL I took geography last semester. Turns out it was descriptive meteorology. I didn't want 2 take bio so weather it is 	positive
934	general	isPlayer Has Died! Sorry 	negative
935	general	uuughhh i dunt wannnnna start my essay again but I gotta ..  and after that, i'll start my shakespear.. HELP ME save me frum misery lol	negative
936	general	@gimmemonique i was your 209th follower yay me  lmfao. i love your book title, can't wait to read it &lt;3	positive
937	general	@ElizaPatricia =o YOU SAW FLEETWOOD MAC! I'm insanely jealous. I don't have enough money to buy tickets.  I think I'll never see them. =(	negative
938	general	moderating at my fave social network: http://www.acewealthbuilder.com/VN  and just finished todays surfing 	positive
939	general	@JenDisaster missing U NO it wasn't finally sleeping more then 4 hours HELL yes it was ....  hahaha 	positive
940	general	@Frankus80 yep. 	positive
941	general	is really wanting some Poncho Villa ... but I have work and Poncho Villa is all the way in San Mateo 	negative
942	general	twitter is great 	positive
943	general	While we were in Honduras we got to experience a 7.1 earthquake first hand fortunately noone was hurt 	positive
944	general	Just about to watch up! Missed the toy story trailer though. 	negative
945	general	fantastics was an overall sucess. 	positive
946	general	@trvsbrkr dude that movie is so dope ! ur an awesome dad trav!! 	positive
947	general	@miamiamiaa haha not really  I'm going to Liverpool today! have funnnn	positive
948	general	final prep for the final of dunstabbob, 1st august 2009 @ the Grove theatre dunstable.....   oh yea, an dyin hair red 	positive
949	general	who in the world would kick a 5 yr old?    this dude... http://bit.ly/JfZUn	negative
950	general	@ComedyQueen are you sure?lol 	positive
951	general	This I have found something to reallly help me 	positive
952	general	@Emily_YA it would be nice if it were book happy of course, but I'll settle for general happy 	positive
953	general	@SeanNeptune I may come up with something better, just a bit. 	positive
954	general	@number58 Sadly,those are out of stock. 	negative
955	general	gah, i want to go clothes shopping so much but im saving for my comp... controlling an addiction is sooooo hard. 	negative
956	general	OMG I can't believe WEEKEND is over  I WANT MORE!	negative
957	general	@manicsocratic Well since none of us are spider sexers, we'll probably never know. 	negative
958	general	ugh tomorrows monday and i gotta do all my hw 	negative
959	general	@desmondhng I like that 	positive
960	general	My tummy hurts! I ate too much.  I haven't done that in a long time.	negative
961	general	Oops, forgot we are having a barbecue at work today! I didn't need to pack a lunch after all 	negative
962	general	@twofourteen http://twitpic.com/7iuc7 - 	negative
963	general	@WoahOhSelena alrighty then :-P well... What can I say? I guess old age is getting to me.. 	positive
964	general	I have spent the morning reading, and now off to see star trek at the cinema. 	positive
965	general	@ate_mary_ann nanayyyyy. Estrooooogen! 	negative
966	general	@planetmoncury - yeah u guys are lucky, u understand all of the lovey dovey languages 	positive
967	general	@samantharonson hope not!  Hi	positive
968	general	@cluttermonkey12 It's typical about the weather isn't it? We've had a whole weekend with no ink, rollers or sketchbooks in sight 	positive
969	general	is again working on the accounts and listening to Kerrang!  Oh, and updating my status!!!  It's like groundhog day!  x	positive
970	general	@MISSRIVERA7 hey MO have a good weekend 	positive
971	general	@MeiNg I have before.. Was good man, but sure hv to psych myself up before going man hehe.. Haven't been back tho 	negative
972	general	I'm reading up on &quot;make-out tactics&quot;, the book 	positive
973	general	@EranSegev you are doing just fine, just don't mention noms to @skepticzone and you should be right, welcome btw 	positive
974	general	Blood test and CT Scan tomorrow 	negative
975	general	stuck inside revising on this nice day 	negative
976	general	@DanaXDanger OMJ, tell me bwt it!! Middleeast Sucks at bringing Those things at time!  IDK if we'll find LVATT , ever! :S	negative
977	general	Grey's 'Sweet Surrender'  http://tinyurl.com/d5mjyj	positive
978	general	I can have a productive day involving Monkey Island right? Also day trip with parents on Sunday hopefully, yay. 	positive
979	general	@moO3ita thank you so much 	positive
980	general	is going to sleep now  Oh oh oh! Tomorrow, 3.0	positive
981	general	@schaapy @bkeepers same here. i was hoping it was a job offer! 	positive
982	general	Still no conversions  Something needs to be done!	negative
983	general	Oh dear, I'm so behind. 	negative
984	general	@DowneyisDOWNEY Me neither!  My laptop's new, has dvd burning/ripping software but I just can't copy the files somehow!	negative
985	general	@alicia_paige I am so glad you removed that before we had to amputate 	positive
986	general	@biancapaparo i know ! \/ we were never.  first year`s gonna be awesome. :&quot;&gt;	negative
987	general	@babblefishx3 I heard you start summer school on Monday. Noo!  And I was just about to tell you that Maggie and I are free Tuesday.	negative
988	general	@dangertaylor hey i miss you, you douche 	negative
989	general	@quinnifer_ I know, makes me miss my chance with the Carter brothers  thanks! 	positive
990	general	@JustPlainSarah And a fascinating read, I'm sure 	positive
991	general	http://tinyurl.com/ry9wap Good day! I cant upload more pics here for some reason  Tell me about your character... I can send you my pr ...	negative
992	general	Hello, twitter world. Almost forgot about you for a bit. 	positive
993	general	man, how can you love someone, when you know they don't love you back 	negative
994	general	@copacetique Received your note along with Poladoodles. Thanks! Btw, you have the cutest handwriting I've ever seen. 	positive
995	general	@beeryce Sad panda. 	negative
996	general	@MariahCarey damn i dunno ur song, but its nice to see u here  ur amazing	positive
997	general	@weiyoung I think I can sleep my whole life away. I'm always deprive of sleep! 	negative
998	general	Gettin ready for school. Can't find my jumper. 	negative
999	general	@perezhilton http://twitpic.com/6gqbh - omg i love her too which is why i think she should never ever look like this again  i dont lik ...	negative
1000	general	@jansimonb           OMG!! i'm not ready 	negative
1001	general	@Skeggylady Oh no, I'm sorry to hear that. Doesn't sound good at all 	negative
1002	general	@deedledeez LOL! Exactly what I said about a week ago!!! Got a phone w/ a full keyboard....ain't NEVER goin' back! 	positive
1003	general	Ok we'll call it even..I love you just as much as you love me (but maybe a bit more) hehe  Aw thanks Mands! Too nice..Love Rubes xxxxxxx	positive
1004	general	@betsicastro that's great.  Have a fun time &amp; enjoy your dinner 	positive
1005	general	it seems like it has been raining 4 the past 2 weeks 	negative
1006	general	@supricky06 good luck! Hope it goes good 	positive
1007	general	@ParksPathToCash Good night! Its 1405hrs Malaysia time 	positive
1008	general	off for a shower. i hope i drown... im so depressed right now  thanks a lot sharks	negative
1009	general	@PritiRai I love that song cause it brings back the nineties. 	positive
1010	general	@Naina I think India is an excellent place to live. The only country with real freedom. Excellent work is a problem, though 	positive
1011	general	@gourmetga only the Globe got the Beckett pic - our photog was wrapped before he showed up 	negative
1012	general	@chelsierena Abbies coming !  Word up, Okay I'll text/call you.	positive
1013	general	 can I go and sit in my own little corner	negative
1014	general	studied on the Terrance in the sun today. I am a blessed woman! 	positive
1015	general	all i can think about is sashimi right now... 1 more hr &amp; i can get out of the office 2 meet my good-food-must-share-friends!!! yays 	positive
1016	general	@solangeknowles http://twitpic.com/6a2ld - wow seems like everyone is in amsterdam right now... @snoopdogg, all-american rejects, you! 	positive
1017	general	vegging out on ben and jerry's with nectar watching moviess 	positive
1018	general	new banner in my photo shop  http://bit.ly/TGJiy	positive
1019	general	@robertzalme Yes I do... Too much theory getting in, not much solutions coming out... 	negative
1020	general	@DellyRodge byeeeeeeee  xx	positive
1021	general	@Freezy24 &lt;--- one of the most sexiest men I have yet to meet in my twenty years life.  	positive
1022	general	is still really bored at work and now it is dragging too !! 	negative
1023	general	loves how my tito caloy digs my random ideas. lol. on our way to vallejo to get siomai with lots of spicy sauce 	positive
1024	general	@ Brass Monkey for happy hour...Jager is the devil so early ;) ...sooooo anything new on #Robsten haven't even read Ted's post 	negative
1025	general	@Ryankfm You know you're home when you walk down those stairs &amp; you smell the air &amp; you know, &quot;I'm home&quot;! Cape Town just smells different 	positive
1026	general	@Pearlster moving 	negative
1027	general	is on MC today 	negative
1028	general	@kylewadsworth i'm waiting for july.  on the air new zealand avod system they have outrageous fortune on  and skiing too of course	positive
1029	general	Haha!! I swear to god that I just saw Jack Black and some blonde chick walking down the streets! Whats the odd's for that?! 	positive
1030	general	@Jamie_127 maybe it's people finally reading through the #followfriday recommendations 	positive
1031	general	@louster_02 yeah sucky 	negative
1032	general	Realised I haven't fed my spider solitare addiction in awhile. When I realised that, I played spider solitare for an hour. Sick of STATS 	negative
1033	general	@kristenstewart9 It says the account is deleted. 	negative
1034	general	@deathangel3030 r u really scared of me.... if yes den gud i succeded... yay!!!!! 	positive
1035	general	@BrooklynDDecker OMG!!! I heard about what happened!  Poor Tay Tay...	negative
1036	general	#lost Can't believe everyone is dead!!  I didn't see that coming!  (Only joking, wouldn't spoil it - not seen it myself yet!) 	positive
1037	general	Having headache 	negative
1038	general	@cbyington Oops.  http://www.breitbart.tv/html/352093.html Beyond a certain age your license status really ought to be monitored closely! 	positive
1039	general	Just Got Back From Kates Epic Party.....OMG I Am Soo Freakin Tierd But...I Cant Get To Sleep  I Like The Colour Yellow....XD	negative
1040	general	@_dcot @Chelle926 Thanks you guys for the re-tweet. I hope it brings at least a few more people to D-Cot! 	positive
1041	general	@Reinaluna awwww well i don't think a new job will cheer you up all that much, unless you're unemployed 	negative
1042	general	sunday, that means school tomorrow 	negative
1043	general	@swimbikewalk Breadsticks YUMMMMM Not with PBJ 	negative
1044	general	nose still hurts and feels a little fat, I don't see a bruise so thats good...studying for my final all day until 2 when I have it...  oy	negative
1045	general	@airehs87 usually code for acl, which is what it looked like from here unfortunately  looked bad. hoping not though.	negative
1046	general	@ashleytwo sadly, it was mornin. 	negative
1047	general	my gf loves to mess with me head 	negative
1048	general	@elland666 @ellenjtxbvtx Thanks for the follow! 	positive
1049	general	is upset that I can't get the new iTouch software update because I have a 1st generation touch 	negative
1050	general	Had an awesome lunch with @justinevans. He completes me 	positive
1051	general	 picking up new mcfly tickets at the venue. SO EFFING EXCITED. i nearly cried with relief. haha.	positive
1052	general	working hard, designing websites 	positive
1053	general	finalising annual report for 2008... Ugh 	negative
1054	general	@DPAD_Magazine last.fm wins because they go world wide.. 	negative
1055	general	@luigilargo Am I really the only one that thinks that lil Pavi with a studder just so damn cute? 	positive
1056	general	I'm not happy.... why? 	negative
1057	general	@sftbllstar16 love the movie! but considering your fb status, i love that song too  	positive
1058	general	wish she could sleep 	negative
1059	general	Sweet dreams everyone! I am utterly exhausted!!! Nite nite! 	positive
1060	general	I forgot my password   Dies this work?	negative
1061	general	Just made my first royalty ever from a stream on lala. Made one cent. That sounds like the best place to start to me. I started at 1 cent 	positive
1062	general	Wid the cuzzyz ! Jst chilln' ! Today was a good day  bumed I couldn't go to zee'z bday! It woulda been mean!!	positive
1063	general	@IvyBean104 Hello Ivy,enjoy your day 	positive
1064	general	just spent $366 in Wal-Mart... 	negative
1065	general	at rite aid, buying some first aid supplies for my finger 	negative
1066	general	yummy full welsh brekky now to do the washin up soo not fair 	negative
1067	general	@PinkBerryGirl I'm always relaxed , life isn't worth get up tight about. And I have you  can't get any better	positive
1068	general	so ooty-conoor is good or conoor-ooty is good? I'm confused! 	negative
1069	general	@YoungQ Have fun moving   Thanks for yet another addiction... LOL	positive
1070	general	@krazykoolkissez Exactly 	positive
1071	general	geography sucks 	negative
1072	general	@Shell3870 Happy Birthday &gt; These would've made an ideal present: Giant high heels double as bath! http://bit.ly/ShoeTub 	positive
1073	general	@katortiz  Not forever... See you soon!	negative
1074	general	My mouth is frozen from the dentist  Bad things happen to me when my mouth is frozen, bad things	negative
1075	general	I wish people would read my tweets LOL. It's kind of pointless when no one follows you! But that wont stop me from tweeting. 	positive
1076	general	my brain is about to burst...aahh cant wait till the weekend 	positive
1077	general	Vodka + Skittles = best drink I've had in a while ;) finally back to reality today  hope everyone had a good weekend!	negative
1078	general	I'm a little bummed that several people who really wanted to attend the minireunion are not able to make it. 	negative
1079	general	@andyclemmensen http://twitpic.com/6qg69 - lol cuteeeeee 	positive
1080	general	Installing Windows 7 in Parallels to remind me why I now use a Mac 	positive
1081	general	@mattyzee Hahaha!! She just loves boxes so whenever I have a box that is her treat  lol	positive
1082	general	@pingting  hope they have a wonderful day!	positive
1083	general	just at home... watching an &quot;Archaeological Search for Jesus&quot; and lovin' it. Excited for mega prayer night... makin' some food b4 leavin' 	positive
1084	general	@TheRealAshleyG Whoever gets u ur aston marting lemme knw cuz I WANT ONE!!!! haha its my dream car 	positive
1085	general	Outside reading  listening to a quale  going to go look at the car at want in a bit with Em 	positive
1086	general	Watching  http://bit.ly/16Mm0H about #google #wave. Looks good. Now can I have nice android phone please? 	positive
1087	general	Ugh. These livestrong oakleys are $150  I can't afford. Lame	negative
1088	general	@jonasbrothers - &quot;Tell the DJ to play my song, are you ready to ROCK'NROLL?! Liiiiiiive Tooooo Partyyyyyyyyyyyyyyyy&quot;   I love this song !	positive
1089	general	sooooooo whose rooting for the Pens to win the Stanley Cup?!?!?!  omg http://tinyurl.com/oqf5sq	positive
1090	general	@TaiSaintBoogie twitter restriction is a must!  I'm currently making up for my lost day of productivity, at the computer 	negative
1091	general	workin on a saturday..not cool at all! 	negative
1092	general	@Abizern @IanRobinson I guess I have to hand any any claim to Geek / Nerdship now as I have NO idea what your talking about 	negative
1093	general	@dobermannp thank u 	positive
1094	general	I just kinda died and woke up again. 	positive
1095	general	@wickedmickey Thank you and same to you! The snow has finally left you's eh? Bet your LOVIN THAT!!!! Sending warm breezes your way! 	positive
1096	general	i wanna move to england! &quot;ello, i must go to the loo. i will head to my caddy,yes.&quot; gahaha and the awesome accent. 	positive
1097	general	Just discovered that twittering under your covers is so much better than facing the cold morning. I think I'll stay in bed the whole day 	positive
1098	general	Well back to the old grindstone 	negative
1099	general	@pikakii it's ok I can accept you have another love in your life, but it hurts  	negative
1100	general	Still in the office. No way I'll be getting up to #SMCSYD  	negative
1101	general	@JimHendrie67 hahaa jimm hello for the second time today 	positive
1102	general	Up in 3d 	positive
1103	general	Window shopping is torture!!!! Especially when you're trying to save money but the temptation to buy is killing you 	negative
1104	general	@aravain  What did it cost?	negative
1105	general	was twitter off, but I'm back  #followfriday thanks to @ZinhaPintoBull @jquintela @mlaranja @FreshDeadlyRose @nikolaygb	positive
1106	general	@nicharry @riccwebb @nickjackson  @craigrodney @annaling @mikestopforth glad you guys are OK. Well done for being heroes! 	positive
1107	general	Night at the museum was hilarious but sadly i did not watch the ending. 	negative
1108	general	Check out my new haircut in that twitpic! Haha  @blessayy	positive
1109	general	going to bed...so sleepy from today. night 	positive
1110	general	@grammarcop My fave time to be cunnilingual    That's when I knew I was a kink.  My exwife thinks she understands, but she has no idea.	positive
1111	general	Added Twitter updates to @Conceptis Facebook page at http://tinyurl.com/d4cxze wondering if this one will show up... 	positive
1112	general	@feezmior u're not the only one 	negative
1113	general	going to the dentist. 	negative
1114	general	Im talking to him again. Bri go ahead and say whatever.  i can take it.	negative
1115	general	@ColeTon  i miss you too!!!	negative
1116	general	is locked in the editing room.... BACON!  New Episode Soon!	positive
1117	general	@moolanomy That is EXTREMELY disappointing!    I'm disappointed in blogher	negative
1118	general	what happened to my ringtone! i gotta make it tomarroow then i guess 	negative
1119	general	i wanna go to new york 	negative
1120	general	I just learned Give Love a Try and SOS on guitar!!!!!!!  Woo Hoo!!!!  The Jonas Brothers are my inspiration!!!!!  	positive
1121	general	@tromboneforhire Why, thank you 	positive
1122	general	@yvettej : I highly recommends you join www.m2e.asia You can earn money from free shareholder by dividends. Even you do NOTHING! 	positive
1123	general	@ericareed. Aw i'm sorry  i will try and talk to her about it tomorrow!	negative
1124	general	Just mega broke my glasses again.  God dammit 	negative
1125	general	@creolexbaby i wish i didn`t have too , 	negative
1126	general	i get my ipod today  but electronic department people are very rude on the phone at 7 in the morning.	positive
1127	general	hey yei diversity wins...Im happy happy!!! they deserve it.. 	positive
1128	general	@laurawaltz - Welcome to twitter. Found you via @ebuford. He said to expect profound/interesting tweeting. Hope you have a great Monday! 	positive
1129	general	#fuqtwitter because #ohyeswedid. 	positive
1130	general	@ngkary omg. how come?! it sounds so scary! i can imagin. it wont come true! it just a dream...dont worry 	negative
1131	general	@blebby42 times i wish you were in gville too. 	negative
1132	general	So disappointed! Just found out that my Ballys is closing in 2 weeks!  I'm truly really sad..	negative
1133	general	Ohayo gozaimasu! Insanely jealous that my husband gets to go climbing on such a beautiful day. Ankle recovery program says *NO* to me. 	negative
1134	general	@Bryan44 oh! What beach? 	positive
1135	general	@Meshel_Laurie Really!? Congratulations! 	positive
1136	general	chuck: What's the good of being a hero if nobody knows about it? Sarah: you know. and so do i  #chuckmemondays	positive
1137	general	Aruba &gt; South Beach  ! Kaiee	positive
1138	general	I really miss CourtCosmetics. Just came across her channel and it bummed me out a bit. I seriously loved your videos Courtney!! 	negative
1139	general	Good morning twitters 	positive
1140	general	@Shasuperstar It doesn't look like you and I are on the same Island cause I'm not have BBQ ribs for lunch 	negative
1141	general	@1stLadyEL wow that in a little bit 	negative
1142	general	Sigh y is foo foo tei always freaking packed. Gosta wait forever again. 	negative
1143	general	UGH!!! NO  cry cry	negative
1144	general	@DVDsnapshot I can't believe they made that 	negative
1145	general	 Thats cause the other one month buddy is cheating in this game	negative
1146	general	A giant pile certainly does come to mind.... sorry Rabbids...  I could be wrong	positive
1147	general	yay, todays school day was pretty awesome, first i slept in *cough*&amp; we had 2 tests!! at least it was lots of fun in breaks 	positive
1148	general	@Xavier2541 Hmmmm....must of been another shop.  We never had a Katlyn working for us. 	positive
1149	general	grad posters!!... its all going so fast! i wish it could just all slow down.  WOWW... i'm sounding A LOT like gabriella Montez.	negative
1150	general	@CuPcAkE_2120  AWW DAYM I JUS SAID IT AGAIN!! sorry! ughhh NEVA MIND K? 	negative
1151	general	i have a knot thingy on my foot and it really hurts 	negative
1152	general	I wish taylor swift was coming to glasgow. 	negative
1153	general	Today is @kenburbary's b-day.  Wish him a happy one.  	positive
1154	general	#inaperfectworld I wouldn't have to go to work 	negative
1155	general	@suzi98babe having lazy sunday  updating ipod  ... yeah can I handle the excitement LOL	positive
1156	general	??? ?????????? ???????????? Win7 ??????  ???? Coherence ????????. ??????, ????, ??? ?????  http://plurk.com/p/wwzlr	negative
1157	general	I hate lines. Especially when I have to wait in them 	negative
1158	general	Wait this aint the super-c 	negative
1159	general	@mroneof yes shit was crazy. I can't find my cds.   I had some early bad boy mix cds with lox n mase. 98 flow....	negative
1160	general	@neo_indian hehe very true  but you've got the color advantage, which the complete americans haven't 	positive
1161	general	@cocoward serious?? omg hate chuuu  haha no wayyou have a beautiful smile i saw today your teeth are perfect!! xxxx	positive
1162	general	It's a wonderful life! Please read more at http://bit.ly/caosO Enjoy! /Tomas 	positive
1163	general	News, news, please hmmm... Okey dokey, I better go, as I am starting to creep my self out!   Late here again, so nighy, night! 	positive
1164	general	@hazgizz sounds like a fab theme, I'd have to choose Wicked if I were to do an entry in your cj 	positive
1165	general	@thewarrrr Well I was hoping it would follow me 	negative
1166	general	rollin it up 	positive
1167	general	Night was a bit of a disaster, didn't make it to the club cos I'm a bit exhausted  oh well made a blog post http://tinyurl.com/pepsbl	negative
1168	general	can't wait til 3:00 because we're going to Nashville for a long weekend! But not looking forward to the 4 hour drive 	negative
1169	general	oh it's too busy at work. I'll have to do the update to commentluv after I finish in a few hours. 	negative
1170	general	I know  another reason why me and u must speak not here.. See what happens?	positive
1171	general	@sassypackrat No harm done  Nobody will see that LOL!	positive
1172	general	@parboo LOL - Birmingham was my 1st love... but it's time to move on! ;) Good Morning 	positive
1173	general	'Brevity is the soul of lingerie'  from the Mr&amp;Mrs Smith hotel quide	positive
1174	general	I wish the KFC Express in the mall had real Colonel's Crispy Strips. 	negative
1175	general	the first (GMT + 7) day..its too much hot today 	negative
1176	general	no longer a unicorn  BUT have a splash of red. From where I pulled out my horn.It was getting in the way.Should I change my study methods?	negative
1177	general	is in such a strange mood, these next few weeks will be very bizzare... that's all the fun of the fair though 	positive
1178	general	Ah Crap! My Coffee got cold!!! 	negative
1179	general	@kRaZy_FrEaK495 I know  we all just need to be more careful in future I think.. did he try to add you on msn?	negative
1180	general	@ranga91 And it only allows one usable IM address per contact too 	negative
1181	general	@hairgeek that is funny. We always seem to end up in Orlando at the same time. My wife and I are going for our anniversary. 	positive
1182	general	@Rorzshach Oh no  -hugs-	negative
1183	general	Does anybody have air conditioning in their hotel room?? We're switching hotels... 	negative
1184	general	At class 	negative
1185	general	Just been to see the smoking nurse, she said i'm a good girl! ;) Non smokers lungs still...even after the slip up after my pooch died 	negative
1186	general	@angelicabarros indoors @ work on this beautiful 80 degree day 	negative
1187	general	@AngelicaCurves  hey hey hey where m hennessy bottle 	positive
1188	general	@nowthatsasandra I'd rather find the napple.  Mmk. That sounds like a good idea. It's almost 3:30 a.m. here. Sleep sounds awesome.	negative
1189	general	yay its saturday - such a busy day today 	positive
1190	general	I felt the job trial yesterday went well, and the girl said there was no obvious reason not to employ me, but the manager hasn't called 	negative
1191	general	I'm currently thinking of ways how to be more productive 	positive
1192	general	@Recollecta LOL. maybe your patient is not confused but just dyslexic. you know johnny and recollecta 	positive
1193	general	@dannymcfly why do you ignoring me?  look it's really impornt - not just for me to all the israeli fans - do you hate ISRAEL ? x	negative
1194	general	@JaylaStarr Booooo!  LOL! So where in LA is the show? Staples Center?	negative
1195	general	finally home bout to lay down n cuddle yes!!! 	positive
1196	general	@MattFeelLoved yes plz 	positive
1197	general	Two car accidents in one day. What are the chances? 	negative
1198	general	i got the prettiest boquet,Babys breathe wisteria clamatis daisys and some kind of lily of the valley with one josephs coat rose  happy	positive
1199	general	is finally gonna start doing twitter!!! for reals!! 	positive
1200	general	@dq9 Last &quot;bacon wednesday&quot; of the year for me tomorrow...it's gonna be a sad, sad day  lol	negative
1201	general	@LyndaKelly LYNDA NO!! 	negative
1202	general	Bah! As soon as I install parallels tools on my windows7 bootcamp instance, it no longer works on a &quot;real&quot; boot 	negative
1203	general	ugh this cereal looks like bird food and doesnt taste much better! 11 hours to go until i arrive in wolves 	positive
1204	general	@Armano that's more than I can say for most people. The trying part I mean  nice to meet you!	positive
1205	general	dear gawd - 5 'horny kitties' already in the last hour! anyone else still getting them? 	negative
1206	general	Still feel sick  but I found the most amazing dress today for my bday so that's a relief 	positive
1207	general	@DJ_Sakura I have found you! 	positive
1208	general	@marybatis haha. yep. you do.  so, i'm thinking you should turn off tweetdeck and get on that. just sayin'.  boom roasted. 	positive
1209	general	@puppaz it's the thought of relaxation and break in the future 	positive
1210	general	@meladiaz HAHAHAHAHA! ) i miss you toooooo!  i have kwentooo!  i'll tell you next time we see each other. :&gt;	positive
1211	general	Going to Islands for dinner with my inlaws. 	positive
1212	general	@megancanale @megan yes but when I say hot I mean it's like 22c. Which in the grand scheme of things isn't that hot at all 	negative
1213	general	i want to go to Capt. George's but everyone is out with there mothers. 	negative
1214	general	Good morninggg! Happy Father's Day!!! I have bug bites EVERYWHERE. 	negative
1215	general	My pittbul watchin spongebob squarepants  http://mypict.me/2R2j	positive
1216	general	@teedubya hilarious. 	positive
1217	general	Sleeping in tomorrow will be fantastic! 	positive
1218	general	Now regretting that I didn't see SIN NOMBRE for free when I had the chance. Harrumph. 	negative
1219	general	@phatelara I hope you feel better Debbs.. 	positive
1220	general	bowled good tonight, only won two games but 1st place won all three games... that's not good. Slowly loosing sight of 1st place 	negative
1221	general	I reaaaaaaaaaally need my bf beside me, I really wish he was here 	negative
1222	general	@spyn Yeah they are quite uncommon. I only know of them thanks to Gran Turismo 	positive
1223	general	@html5gallery Indeedo - Loved working with HTML5 - Thanks 	positive
1224	general	is feeling sad for amanda. she got bradie instead of shaun. 	negative
1225	general	@yansie02 yeah.. I guess you're right. hehehe.. Let's hope for the best.. I know it will be rocking season. 	positive
1226	general	I see Mousavi and I keep thinking Mouse.avi......am I REALLY the only one? 	negative
1227	general	wants the tickets for the concert 	negative
1228	general	ok, nearly done  although my hand looks like handsome's out scary movie 2	positive
1229	general	@conawillvlog darn those YouTube suckers have to DIE! Sorry my friend that it happend to you 	negative
1230	general	Leighton Messter...Oh no you didn't! Sigh  http://bit.ly/reumo	negative
1231	general	loves her man - welcome to Twitter Mike 	positive
1232	general	Jeff got called into work early.. now I am bored 	negative
1233	general	Professor mailed the grade to my house but won't tell me what it is 	negative
1234	general	watching the outsiders 	positive
1235	general	@elroydsilva which is your new Phone? that just reminded me, I tried d much hyped #Mozilla #Fennec in my #HTC #diamond. It hardly runs. 	negative
1236	general	@AlexAllTimeLow come to aus  we'll make it better	positive
1237	general	Watching rove 	positive
1238	general	@MIKEDAILI I aint get no love 	negative
1239	general	Leaving MV  don't want to go!!	negative
1240	general	Up early with no one to spoon with 	negative
1241	general	@shadowdance  WHY!!	negative
1242	general	@lewishowes I have loved Ming Tsai for many years!! 	positive
1243	general	Let's get it on for just one day. 	positive
1244	general	It's a beautiful day in the neighborhood... 	positive
1245	general	just did my confirmation now we're having breakfast 	positive
1246	general	In bed in my pjs watching Casablanca 	positive
1247	general	@DeeSobek Yes, a sad &amp; sadder time for some folk &amp; some folk this morning.  #Iran9	negative
1248	general	@tee666 hey u! yeh u!.......... u ugly!! i cant wait for yr arrival! 	positive
1249	general	@ilove_shoes in the processs of getting drunk. 	positive
1250	general	@mokargas Triple shot? Such stuff is unavailable in Sweden, sadly 	negative
1251	general	@Nololos oh, I don't get it either.. that's why this documentary is interesting ..  kind of funny	positive
1252	general	song time is over....  	negative
1253	general	ive always wanted to eat that chocolate... i have a huge love for chocolate!! and Fiqah, i miss you alot btw i admired you alot too 	positive
1254	general	@billt website is coming  Outside data comes from a weather station that has a wireless display with hackable usb port	positive
1255	general	I have a @linksys router and just upgraded firmware--I can't login to it anymore...   Any ideas?	negative
1256	general	the Jonas Brothers CD is out! ahhhhhhhhhhh! 	positive
1257	general	@heidiwalter  i like to hear what they tell me i just heard 	positive
1258	general	@DaveMcKean Oh no! What a bugger 	negative
1259	general	I'm having a love affair with my new bronzer. 	positive
1260	general	Wants to take a nap but has to be at work in about an hour...  maybe tomorrow.	negative
1261	general	The back of my legs are so burnt I can't sit. 	negative
1262	general	@mac_in_TO I'm sorry Mark 	negative
1263	general	has had anxiety for a good part of today. Still feelin' it now even though I'm home from work.  I need to find a new job SOON!!!	negative
1264	general	I have to go to mass later so I have to make the most of being on the internet while my mom's not here. 	positive
1265	general	@SammiiCena94_77 i don't know if i can, :S 	negative
1266	general	@cy419 My Cousin David Goode aka DGoody 1978 on Twitter with his live band entrance is ï¿½8 or ï¿½10 a whole host of other acts also 	positive
1267	general	@clarinetjabber oh ight, I feel u. So u had to take time off from school I take it. That sucks 	negative
1268	general	EPMD â It's Time 2 Party ----- Thank U @Deesound . EPMD rocks!  â« http://blip.fm/~7g9l6	positive
1269	general	just woke up from a nap!! damn i napped 2 long idk if ima go 2 sleep now 	negative
1270	general	@Vgirl210 i think im 0ff 2 sIeep nice havin a chat with u have a great time  night	positive
